Site,Cov,BLK,Col,Row,TROR,TRCY,NO_GRASS,NO_FORB,NO_FOCAL,FOCAL_GERM,CHANGED_FOCAL,NOTES,fitness,Germination
GH,SHADE,2,7,6,0,5,0,0,1,Y,0,,0,No
GH,SHADE,2,7,7,0,0,0,0,0,N,0,,0,No
GH,SHADE,2,7,8,0,0,0,2,1,Y,1,,0,No
GH,SHADE,2,8,1,0,28,2,3,1,Y,2,,0,No
GH,SHADE,2,8,2,31,0,0,0,1,Y,0,,0,No
GH,SHADE,2,8,3,11,0,0,1,1,Y,0,,0,No
GH,SHADE,2,8,4,0,0,0,0,1,Y,0,,0,No
GH,SHADE,2,8,5,22,0,3,0,1,Y,0,,0,No
GH,SHADE,2,8,6,0,0,0,0,0,N,1,,0,No
GH,SHADE,2,8,7,0,3,0,0,1,Y,0,,0,No
GH,SHADE,2,8,8,0,0,0,0,0,N,0,,0,No
GH,SHADE,2,9,1,16,0,0,1,1,Y,0,,0,No
GH,SHADE,2,9,2,6,0,0,1,1,Y,0,,0,No
GH,SHADE,2,9,3,0,0,0,0,0,N,0,,0,No
GH,SHADE,2,9,4,0,0,0,0,1,Y,0,,0,No
GH,SHADE,2,9,5,17,0,0,1,1,Y,0,,0,No
GH,SHADE,2,9,6,0,6,0,0,1,Y,0,,0,No
GH,SHADE,2,9,7,0,4,1,2,1,Y,0,,0,No
GH,SHADE,2,9,8,0,19,0,0,1,Y,0,,0,No
GH,SHADE,2,10,1,0,1,1,0,1,Y,0,,0,No
GH,SHADE,2,10,2,2,0,0,1,5,Y,0,,0,No
GH,SHADE,2,10,3,0,0,0,0,0,N,0,,0,No
GH,SHADE,2,10,4,0,0,0,0,0,N,0,,0,No
GH,SHADE,2,10,5,20,0,0,0,2,Y,0,,0,No
GH,SHADE,2,10,6,0,0,0,0,0,N,0,,0,No
GH,SHADE,2,10,7,0,0,0,0,0,N,0,,0,No
GH,SHADE,2,10,8,0,0,0,0,0,N,0,,0,No
GH,SUN,3,1,1,0,13,0,0,1,Y,0,,0,Yes
GH,SUN,3,1,2,0,0,0,0,1,Y,0,,10,Yes
GH,SUN,3,1,3,0,0,0,0,0,N,0,,0,No
GH,SUN,3,1,4,0,0,0,0,0,N,0,,0,No
GH,SUN,3,1,5,5,0,0,4,2,Y,0,,12,Yes
GH,SUN,3,1,6,0,22,0,0,1,Y,0,,5,Yes
GH,SUN,3,1,7,0,0,0,2,1,Y,1,,10,Yes
GH,SUN,3,1,8,8,0,0,0,1,Y,0,,6,Yes
GH,SUN,3,2,1,0,0,0,0,2,Y,0,,19,Yes
GH,SUN,3,2,2,0,1,0,0,1,Y,0,,0,No
GH,SUN,3,2,3,0,8,0,0,1,Y,0,,10,Yes
GH,SUN,3,2,4,0,0,0,0,0,N,0,,12,Yes
GH,SUN,3,2,5,0,0,0,0,0,N,0,,0,No
GH,SUN,3,2,6,0,8,0,7,1,Y,0,,4,Yes
GH,SUN,3,2,7,7,0,0,7,1,Y,0,,7,Yes
GH,SUN,3,2,8,7,0,2,4,2,Y,0,,11,Yes
GH,SUN,3,3,1,0,15,0,1,1,Y,0,,4,Yes
GH,SUN,3,3,2,0,0,0,0,1,Y,0,,11,Yes
GH,SUN,3,3,3,2,0,0,0,1,Y,0,,5,Yes
GH,SUN,3,3,4,0,0,0,0,0,N,0,,0,No
GH,SUN,3,3,5,0,0,0,0,0,N,0,,0,No
GH,SUN,3,3,6,0,0,0,0,0,N,0,,0,No
GH,SUN,3,3,7,0,0,1,0,1,Y,0,,10,Yes
GH,SUN,3,3,8,0,0,0,0,0,N,0,,0,No
GH,SUN,3,4,1,0,0,0,0,0,N,0,,0,No
GH,SUN,3,4,2,0,6,0,0,1,Y,0,,2,Yes
GH,SUN,3,4,3,4,0,0,0,1,Y,2,,6,Yes
GH,SUN,3,4,4,0,10,0,3,1,Y,0,,24,Yes
GH,SUN,3,4,5,11,0,0,4,1,Y,0,,4,Yes
GH,SUN,3,4,6,0,5,0,2,1,Y,0,,4,Yes
GH,SUN,3,4,7,1,0,0,4,1,Y,2,,4,Yes
GH,SUN,3,4,8,0,0,0,0,1,Y,0,,3,Yes
GH,SUN,3,5,1,0,0,0,0,1,Y,0,,8,Yes
GH,SUN,3,5,2,0,0,0,0,0,N,0,,0,No
GH,SUN,3,5,3,0,4,1,0,1,Y,0,,12,Yes
GH,SUN,3,5,4,8,0,0,0,1,Y,0,,7,Yes
GH,SUN,3,5,5,0,5,1,7,1,Y,0,,30,Yes
GH,SUN,3,5,6,3,0,3,3,1,Y,0,,22,Yes
GH,SUN,3,5,7,0,35,0,3,1,Y,1,,10,Yes
GH,SUN,3,5,8,0,0,0,0,0,N,0,,0,No
GH,SUN,3,6,1,0,0,0,4,1,Y,0,,20,Yes
GH,SUN,3,6,2,0,13,1,1,1,Y,0,,41,Yes
GH,SUN,3,6,3,5,0,2,4,1,Y,0,,12,Yes
GH,SUN,3,6,4,1,0,0,1,1,Y,0,,78,Yes
GH,SUN,3,6,5,0,12,9,12,1,Y,0,,36,Yes
GH,SUN,3,6,6,0,3,0,2,1,Y,0,,58,Yes
GH,SUN,3,6,7,2,0,1,2,1,Y,0,,8,Yes
GH,SUN,3,6,8,0,0,0,0,0,N,0,,0,No
GH,SUN,3,7,1,0,1,0,4,1,Y,0,,6,Yes
GH,SUN,3,7,2,0,17,0,2,1,Y,1,,33,Yes
GH,SUN,3,7,3,0,0,0,4,1,Y,0,,63,Yes
GH,SUN,3,7,4,0,0,0,0,0,N,0,,0,No
GH,SUN,3,7,5,2,0,0,4,1,Y,2,,12,Yes
GH,SUN,3,7,6,4,0,0,2,1,Y,0,,10,Yes
GH,SUN,3,7,7,0,0,0,0,0,N,0,,0,No
GH,SUN,3,7,8,0,1,0,0,1,Y,0,,18,Yes
GH,SUN,3,8,1,0,0,0,8,1,Y,1,,48,Yes
GH,SUN,3,8,2,10,0,0,4,1,Y,0,,5,Yes
GH,SUN,3,8,3,0,0,0,4,1,Y,0,,58,Yes
GH,SUN,3,8,4,0,3,0,8,1,Y,0,,6,Yes
GH,SUN,3,8,5,3,0,0,1,1,Y,0,,4,Yes
GH,SUN,3,8,6,0,0,0,0,0,Y,0,,0,No
GH,SUN,3,8,7,0,0,0,1,1,Y,1,,22,Yes
GH,SUN,3,8,8,0,1,0,2,3,Y,0,,3,Yes
GH,SUN,3,9,1,0,0,0,0,0,Y,0,,0,No
GH,SUN,3,9,2,0,0,0,0,1,Y,0,,20,Yes
GH,SUN,3,9,3,5,0,0,1,1,Y,0,,20,Yes
GH,SUN,3,9,4,0,0,0,0,0,N,0,,0,No
GH,SUN,3,9,5,0,6,0,3,1,Y,1,,16,Yes
GH,SUN,3,9,6,0,0,0,2,1,Y,2,,6,Yes
GH,SUN,3,9,7,2,0,0,1,1,Y,2,,6,Yes
GH,SUN,3,9,8,0,1,0,0,1,Y,0,,4,Yes
GH,SUN,3,10,1,11,0,0,3,2,Y,0,CHANGE TO TRCY IWR,19,Yes
GH,SUN,3,10,2,0,37,0,2,1,Y,0,,10,Yes
GH,SUN,3,10,3,0,0,1,4,1,Y,0,,101,Yes
GH,SUN,3,10,4,4,0,1,4,1,Y,0,,7,Yes
GH,SUN,3,10,5,0,15,0,2,1,Y,1,,4,Yes
GH,SUN,3,10,6,0,0,0,2,1,Y,0,,5,Yes
GH,SUN,3,10,7,0,0,0,0,0,N,0,,0,No
GH,SUN,3,10,8,0,0,0,0,0,N,0,,0,No
GH,SUN,2,1,1,0,3,0,1,1,Y,0,,33,Yes
GH,SUN,2,1,2,0,0,0,1,1,Y,0,,22,Yes
GH,SUN,2,1,3,0,19,0,0,1,Y,0,,15,Yes
GH,SUN,2,1,4,0,10,1,1,1,Y,0,,22,Yes
GH,SUN,2,1,5,8,0,0,0,1,Y,0,,20,Yes
GH,SUN,2,1,6,15,0,0,1,1,Y,0,,3,Yes
GH,SUN,2,1,7,16,0,5,3,1,Y,0,,20,Yes
GH,SUN,2,1,8,0,0,2,1,1,Y,0,,27,Yes
GH,SUN,2,2,1,8,0,0,0,1,Y,0,,35,Yes
GH,SUN,2,2,2,7,0,4,0,3,Y,0,,53,Yes
GH,SUN,2,2,3,4,0,1,3,2,Y,0,,76,Yes
GH,SUN,2,2,4,0,17,3,0,1,Y,0,,25,Yes
GH,SUN,2,2,5,0,18,1,1,1,Y,0,,49,Yes
GH,SUN,2,2,6,0,0,2,2,1,Y,0,,33,Yes
GH,SUN,2,2,7,0,5,5,1,1,Y,1,,18,Yes
GH,SUN,2,2,8,0,0,3,0,1,Y,2,,8,Yes
GH,SUN,2,3,1,0,0,0,0,0,N,0,,20,Yes
GH,SUN,2,3,2,0,0,0,0,0,N,0,,0,No
GH,SUN,2,3,3,12,0,0,0,1,Y,0,,31,Yes
GH,SUN,2,3,4,0,10,1,0,1,Y,0,,55,Yes
GH,SUN,2,3,5,0,8,3,1,1,Y,1,,44,Yes
GH,SUN,2,3,6,10,0,1,0,1,Y,0,,18,Yes
GH,SUN,2,3,7,0,28,4,0,1,Y,1,,18,Yes
GH,SUN,2,3,8,0,0,0,0,0,N,0,,0,No
GH,SUN,2,4,1,9,0,0,0,1,Y,0,,0,No
GH,SUN,2,4,2,0,7,0,0,1,Y,0,,17,Yes
GH,SUN,2,4,3,0,0,2,2,1,Y,0,,50,Yes
GH,SUN,2,4,4,0,0,0,2,1,Y,0,,82,Yes
GH,SUN,2,4,5,11,0,0,0,1,Y,0,,4,Yes
GH,SUN,2,4,6,0,17,1,0,1,Y,0,,14,Yes
GH,SUN,2,4,7,0,6,6,1,1,Y,0,,18,Yes
GH,SUN,2,4,8,6,0,2,0,3,Y,0,,8,Yes
GH,SUN,2,5,1,0,0,0,0,0,N,0,,0,No
GH,SUN,2,5,2,0,0,1,4,1,Y,1,,44,Yes
GH,SUN,2,5,3,0,7,0,5,1,Y,0,,0,No
GH,SUN,2,5,4,6,0,1,0,1,Y,0,,132,Yes
GH,SUN,2,5,5,0,38,0,0,1,Y,1,,149,Yes
GH,SUN,2,5,6,0,0,0,0,1,Y,0,,11,Yes
GH,SUN,2,5,7,13,0,2,3,1,Y,0,,8,Yes
GH,SUN,2,5,8,0,0,0,0,0,N,0,,0,No
GH,SUN,2,6,1,0,0,0,0,0,N,0,,10,Yes
GH,SUN,2,6,2,0,0,0,0,0,N,0,,0,No
GH,SUN,2,6,3,0,0,0,0,0,N,0,,0,No
GH,SUN,2,6,4,5,0,3,4,1,Y,0,,32,Yes
GH,SUN,2,6,5,15,0,0,1,2,Y,0,,60,Yes
GH,SUN,2,6,6,0,25,0,1,1,Y,0,,21,Yes
GH,SUN,2,6,7,0,25,1,1,1,Y,0,,0,No
GH,SUN,2,6,8,16,0,3,6,1,Y,0,,3,Yes
GH,SUN,2,7,1,0,11,0,6,1,Y,0,,36,Yes
GH,SUN,2,7,2,3,0,0,3,3,Y,0,,17,Yes
GH,SUN,2,7,3,4,0,0,7,1,Y,0,,32,Yes
GH,SUN,2,7,4,0,0,0,0,0,N,0,,13,Yes
GH,SUN,2,7,5,0,0,0,0,0,N,0,,5,Yes
GH,SUN,2,7,6,0,0,1,0,1,Y,0,,44,Yes
GH,SUN,2,7,7,10,0,2,6,1,Y,0,,6,Yes
GH,SUN,2,7,8,0,18,5,5,1,Y,1,,12,Yes
GH,SUN,2,8,1,0,0,0,0,0,N,0,,0,No
GH,SUN,2,8,2,0,0,0,0,0,N,0,,0,No
GH,SUN,2,8,3,0,10,0,3,1,Y,0,,26,Yes
GH,SUN,2,8,4,0,0,0,0,0,N,0,,0,No
GH,SUN,2,8,5,11,0,4,5,1,Y,0,,93,Yes
GH,SUN,2,8,6,0,27,1,1,1,Y,0,,14,Yes
GH,SUN,2,8,7,9,0,0,0,1,Y,0,,4,Yes
GH,SUN,2,8,8,0,3,0,0,2,Y,0,,13,Yes
GH,SUN,2,9,1,0,0,0,0,0,N,0,,14,Yes
GH,SUN,2,9,2,9,0,0,0,1,Y,0,,24,Yes
GH,SUN,2,9,3,0,0,0,0,1,Y,0,,8,Yes
GH,SUN,2,9,4,0,3,0,0,1,Y,0,,5,Yes
GH,SUN,2,9,5,0,0,1,0,1,Y,0,,34,Yes
GH,SUN,2,9,6,0,0,3,0,1,Y,0,,6,Yes
GH,SUN,2,9,7,0,19,0,1,1,Y,0,,8,Yes
GH,SUN,2,9,8,14,0,0,3,1,Y,2,,4,Yes
GH,SUN,2,10,1,0,8,1,0,1,Y,0,,8,Yes
GH,SUN,2,10,2,0,0,0,1,1,Y,0,,24,Yes
GH,SUN,2,10,3,3,0,0,11,2,Y,0,,6,Yes
GH,SUN,2,10,4,0,3,0,2,1,Y,0,,13,Yes
GH,SUN,2,10,5,0,0,0,0,0,N,0,,0,No
GH,SUN,2,10,6,0,3,0,0,1,Y,0,,4,Yes
GH,SUN,2,10,7,6,0,0,1,1,Y,0,,6,Yes
GH,SUN,2,10,8,3,0,4,0,1,Y,2,,6,Yes
GH,SHADE,3,1,1,4,0,0,0,1,Y,0,,0,No
GH,SHADE,3,1,2,0,0,0,0,1,Y,0,,0,No
GH,SHADE,3,1,3,0,19,0,0,1,Y,0,,0,No
GH,SHADE,3,1,4,7,0,0,0,1,Y,0,,0,No
GH,SHADE,3,1,5,0,25,0,0,1,Y,0,,0,No
GH,SHADE,3,1,6,0,7,0,0,1,Y,1,,0,No
GH,SHADE,3,1,7,0,0,0,0,1,Y,0,,0,No
GH,SHADE,3,1,8,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,2,1,0,4,1,0,1,Y,1,,0,No
GH,SHADE,3,2,2,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,2,3,0,33,0,4,1,Y,0,,0,No
GH,SHADE,3,2,4,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,2,5,18,0,1,1,1,Y,0,,0,No
GH,SHADE,3,2,6,0,4,1,1,1,Y,0,,0,No
GH,SHADE,3,2,7,19,0,0,4,1,Y,0,,0,No
GH,SHADE,3,2,8,17,0,0,3,1,Y,0,,0,No
GH,SHADE,3,3,1,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,3,2,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,3,3,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,3,4,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,3,5,7,0,0,0,1,Y,2,,0,No
GH,SHADE,3,3,6,2,0,0,2,1,Y,0,,0,No
GH,SHADE,3,3,7,0,0,0,8,1,Y,0,,0,No
GH,SHADE,3,3,8,9,0,0,0,3,Y,0,,0,No
GH,SHADE,3,4,1,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,4,2,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,4,3,0,4,0,0,1,Y,0,,0,No
GH,SHADE,3,4,4,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,4,5,0,0,0,0,2,Y,1,,0,No
GH,SHADE,3,4,6,0,13,1,0,1,Y,0,,0,No
GH,SHADE,3,4,7,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,4,8,19,0,0,2,1,Y,0,,0,No
GH,SHADE,3,5,1,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,5,2,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,5,3,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,5,4,8,0,0,0,1,Y,2,,0,No
GH,SHADE,3,5,5,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,5,6,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,5,7,12,0,0,3,1,Y,0,,0,No
GH,SHADE,3,5,8,0,13,0,0,1,Y,1,,0,No
GH,SHADE,3,6,1,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,6,2,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,6,3,0,0,0,0,1,Y,1,,0,No
GH,SHADE,3,6,4,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,6,5,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,6,6,0,0,0,0,1,Y,0,,0,No
GH,SHADE,3,6,7,4,0,0,0,1,Y,0,,0,No
GH,SHADE,3,6,8,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,7,1,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,7,2,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,7,3,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,7,4,0,0,0,0,1,Y,0,,0,No
GH,SHADE,3,7,5,0,2,0,0,1,Y,1,,0,No
GH,SHADE,3,7,6,7,0,0,0,1,Y,0,,0,No
GH,SHADE,3,7,7,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,7,8,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,8,1,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,8,2,0,0,0,0,1,Y,2,,0,No
GH,SHADE,3,8,3,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,8,4,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,8,5,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,8,6,0,0,0,0,1,Y,0,,0,No
GH,SHADE,3,8,7,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,8,8,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,9,1,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,9,2,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,9,3,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,9,4,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,9,5,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,9,6,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,9,7,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,9,8,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,10,1,4,0,0,0,1,Y,2,,0,No
GH,SHADE,3,10,2,0,2,0,0,1,Y,1,,0,No
GH,SHADE,3,10,3,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,10,4,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,10,5,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,10,6,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,10,7,0,0,0,0,0,N,0,,0,No
GH,SHADE,3,10,8,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,1,1,0,21,0,0,1,Y,0,,0,No
GH,SHADE,1,1,2,0,4,0,0,1,Y,0,,0,No
GH,SHADE,1,1,3,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,1,4,11,0,0,0,1,Y,0,,0,No
GH,SHADE,1,1,5,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,1,6,19,0,0,0,1,Y,0,,0,No
GH,SHADE,1,1,7,19,0,0,0,1,Y,0,,0,No
GH,SHADE,1,1,8,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,2,1,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,2,2,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,2,3,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,2,4,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,2,5,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,2,6,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,2,7,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,2,8,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,3,1,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,3,2,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,3,3,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,3,4,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,3,5,9,0,0,0,1,Y,0,,0,No
GH,SHADE,1,3,6,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,3,7,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,3,8,0,5,0,0,1,Y,0,,0,No
GH,SHADE,1,4,1,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,4,2,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,4,3,0,12,0,0,1,Y,0,,0,No
GH,SHADE,1,4,4,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,4,5,2,0,0,0,1,Y,0,,0,No
GH,SHADE,1,4,6,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,4,7,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,4,8,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,5,1,0,27,0,1,1,Y,0,,0,No
GH,SHADE,1,5,2,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,5,3,5,0,0,0,1,Y,0,,0,No
GH,SHADE,1,5,4,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,5,5,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,5,6,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,5,7,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,5,8,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,6,1,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,6,2,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,6,3,0,0,0,0,1,Y,2,,0,No
GH,SHADE,1,6,4,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,6,5,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,6,6,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,6,7,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,6,8,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,7,1,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,7,2,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,7,3,5,0,0,0,1,Y,0,,0,No
GH,SHADE,1,7,4,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,7,5,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,7,6,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,7,7,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,7,8,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,8,1,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,8,2,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,8,3,20,0,0,0,1,Y,0,,0,No
GH,SHADE,1,8,4,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,8,5,1,0,0,0,1,Y,0,,0,No
GH,SHADE,1,8,6,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,8,7,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,8,8,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,9,1,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,9,2,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,9,3,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,9,4,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,9,5,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,9,6,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,9,7,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,9,8,10,0,0,0,1,Y,0,,0,No
GH,SHADE,1,10,1,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,10,2,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,10,3,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,10,4,0,0,0,0,0,N,0,,0,No
GH,SHADE,1,10,5,0,0,0,0,1,Y,0,,0,No
GH,SHADE,1,10,6,1,0,0,0,1,Y,2,,0,No
GH,SHADE,1,10,7,0,0,0,0,1,Y,2,,0,No
GH,SHADE,1,10,8,0,23,0,0,1,Y,0,,0,No
