Site,Cov,BLK,Col,Row,TROR,TRCY,NO_GRASS,NO_FORB,NO_FOCAL,FOCAL_GERM,CHANGED_FOCAL,NOTES
NAM,SUN,2,1,2,0,0,0,2,1,Y,0,
NAM,SUN,2,1,3,0,4,1,2,1,Y,0,
NAM,SUN,2,1,4,11,0,2,0,1,Y,0,
NAM,SUN,2,1,5,11,0,0,0,1,Y,0,
NAM,SUN,2,1,6,12,0,3,1,1,Y,0,
NAM,SUN,2,1,7,0,0,0,0,0,N,0,
NAM,SUN,2,1,8,0,26,0,0,1,Y,0,
NAM,SUN,2,2,1,0,0,1,3,1,Y,0,
NAM,SUN,2,2,2,0,1,6,1,1,Y,0,
NAM,SUN,2,2,3,0,49,1,0,1,Y,1,
NAM,SUN,2,2,4,0,11,0,0,1,Y,0,
NAM,SUN,2,2,5,0,8,0,1,1,Y,0,
NAM,SUN,2,2,6,14,0,0,0,1,Y,0,
NAM,SUN,2,2,7,5,0,0,0,1,Y,0,
NAM,SUN,2,2,8,3,0,0,0,1,Y,2,
NAM,SUN,2,3,1,0,0,0,0,0,N,0,
NAM,SUN,2,3,2,0,43,3,0,1,Y,0,
NAM,SUN,2,3,3,0,0,0,0,1,Y,0,
NAM,SUN,2,3,4,0,0,0,0,0,N,0,
NAM,SUN,2,3,5,0,0,0,0,1,Y,0,
NAM,SUN,2,3,6,8,0,1,0,1,Y,0,
NAM,SUN,2,3,7,0,1,0,0,1,Y,0,
NAM,SUN,2,3,8,0,0,0,0,0,N,0,
NAM,SUN,2,4,1,0,0,0,0,0,N,0,
NAM,SUN,2,4,2,0,0,0,0,0,N,0,
NAM,SUN,2,4,3,0,0,0,0,0,N,0,
NAM,SUN,2,4,4,0,0,0,0,0,N,0,
NAM,SUN,2,4,5,0,0,0,0,0,N,0,
NAM,SUN,2,4,6,11,0,0,1,1,Y,0,
NAM,SUN,2,4,7,0,30,0,0,1,Y,0,
NAM,SUN,2,4,8,0,0,0,0,0,N,0,
NAM,SUN,2,5,1,0,9,0,1,1,Y,0,
NAM,SUN,2,5,2,0,0,0,0,0,N,0,
NAM,SUN,2,5,3,0,13,0,0,1,Y,1,
NAM,SUN,2,5,4,11,0,0,0,1,Y,0,
NAM,SUN,2,5,5,0,0,0,0,0,N,0,
NAM,SUN,2,5,6,1,0,0,0,1,Y,0,
NAM,SUN,2,5,7,0,5,1,1,1,Y,0,
NAM,SUN,2,5,8,0,0,0,0,0,N,0,
NAM,SUN,2,6,1,0,0,0,0,0,N,0,
NAM,SUN,2,6,2,0,0,0,0,0,N,0,
NAM,SUN,2,6,3,10,0,0,0,1,Y,0,
NAM,SUN,2,6,4,0,0,0,0,1,Y,0,
NAM,SUN,2,6,5,0,11,0,0,1,Y,0,
NAM,SUN,2,6,6,0,11,0,0,1,Y,1,
NAM,SUN,2,6,7,0,15,0,0,1,Y,0,
NAM,SUN,2,6,8,0,0,0,0,1,Y,0,
NAM,SUN,2,7,1,6,0,0,0,1,Y,0,
NAM,SUN,2,7,2,0,0,0,0,0,N,0,
NAM,SUN,2,7,3,0,0,0,0,0,N,0,
NAM,SUN,2,7,4,21,0,0,0,1,Y,0,
NAM,SUN,2,7,5,0,14,0,0,1,Y,1,
NAM,SUN,2,7,6,0,11,0,0,1,Y,1,
NAM,SUN,2,7,7,0,5,0,0,1,Y,0,
NAM,SUN,2,7,8,0,0,0,0,0,N,0,
NAM,SUN,2,8,1,0,4,1,0,1,Y,0,
NAM,SUN,2,8,2,0,0,0,0,0,N,0,
NAM,SUN,2,8,3,10,0,0,0,1,Y,0,
NAM,SUN,2,8,4,0,0,0,0,0,N,0,
NAM,SUN,2,8,5,0,11,0,0,1,Y,0,
NAM,SUN,2,8,6,0,0,0,0,0,N,0,
NAM,SUN,2,8,7,0,2,0,0,1,Y,1,
NAM,SUN,2,8,8,0,11,0,0,1,Y,1,
NAM,SUN,2,9,1,0,10,0,0,1,Y,0,
NAM,SUN,2,9,2,0,3,0,0,1,Y,0,
NAM,SUN,2,9,3,0,0,0,0,1,Y,0,
NAM,SUN,2,9,4,0,0,0,0,0,N,0,
NAM,SUN,2,9,5,0,0,0,0,1,Y,2,
NAM,SUN,2,9,6,2,0,0,0,1,Y,2,
NAM,SUN,2,9,7,0,9,0,0,1,Y,0,
NAM,SUN,2,9,8,0,0,0,0,0,N,0,
NAM,SUN,2,10,1,0,0,0,0,0,N,0,
NAM,SUN,2,10,2,0,0,0,0,0,N,0,
NAM,SUN,2,10,3,0,0,1,0,1,Y,0,
NAM,SUN,2,10,4,0,25,0,0,1,Y,1,
NAM,SUN,2,10,5,0,3,0,0,1,Y,1,
NAM,SUN,2,10,6,0,0,0,0,1,Y,0,
NAM,SUN,2,10,7,0,0,0,0,0,N,0,
NAM,SUN,2,10,8,0,0,0,0,0,N,0,
NAM,SUN,3,1,1,10,0,2,0,1,Y,0,
NAM,SUN,3,1,2,0,0,0,0,1,Y,0,
NAM,SUN,3,1,3,0,11,0,2,1,Y,0,
NAM,SUN,3,1,4,0,20,0,0,1,Y,0,
NAM,SUN,3,1,5,11,0,0,0,1,Y,0,
NAM,SUN,3,1,6,0,12,2,0,1,Y,0,
NAM,SUN,3,1,7,6,0,2,0,1,Y,0,
NAM,SUN,3,1,8,0,0,0,0,0,N,0,
NAM,SUN,3,2,1,0,0,0,0,0,N,0,
NAM,SUN,3,2,2,11,0,1,0,1,Y,0,
NAM,SUN,3,2,3,17,0,5,0,1,Y,2,
NAM,SUN,3,2,4,0,0,0,0,1,Y,0,
NAM,SUN,3,2,5,24,0,2,0,4,Y,0,
NAM,SUN,3,2,6,0,26,4,0,1,Y,1,
NAM,SUN,3,2,7,0,1,0,0,1,Y,0,
NAM,SUN,3,2,8,0,12,0,0,1,Y,0,
NAM,SUN,3,3,1,0,0,0,0,0,N,0,
NAM,SUN,3,3,2,0,0,0,0,0,N,0,
NAM,SUN,3,3,3,5,0,1,2,1,Y,2,
NAM,SUN,3,3,4,0,17,0,0,1,Y,0,
NAM,SUN,3,3,5,16,0,0,0,1,Y,0,
NAM,SUN,3,3,6,0,18,4,0,1,Y,0,
NAM,SUN,3,3,7,0,10,0,0,1,Y,0,
NAM,SUN,3,3,8,0,0,0,0,0,N,0,
NAM,SUN,3,4,1,24,0,0,0,1,Y,0,
NAM,SUN,3,4,2,0,0,0,0,0,N,0,
NAM,SUN,3,4,3,2,0,4,0,1,Y,0,
NAM,SUN,3,4,4,0,10,1,0,1,Y,1,
NAM,SUN,3,4,5,0,0,0,0,0,N,0,
NAM,SUN,3,4,6,0,7,2,1,1,Y,0,
NAM,SUN,3,4,7,21,0,2,1,1,Y,2,
NAM,SUN,3,4,8,0,17,0,1,1,Y,1,
NAM,SUN,3,5,1,14,0,0,0,2,Y,0,
NAM,SUN,3,5,2,8,0,4,0,1,Y,0,
NAM,SUN,3,5,3,0,0,0,0,0,N,0,
NAM,SUN,3,5,4,0,0,4,0,1,Y,0,
NAM,SUN,3,5,5,5,0,4,0,1,Y,0,
NAM,SUN,3,5,6,0,0,0,0,1,Y,1,
NAM,SUN,3,5,7,0,21,2,0,1,Y,0,
NAM,SUN,3,5,8,0,7,2,1,1,Y,1,
NAM,SUN,3,6,1,0,47,0,0,1,Y,0,
NAM,SUN,3,6,2,0,0,0,0,1,Y,0,
NAM,SUN,3,6,3,11,0,0,0,1,Y,0,
NAM,SUN,3,6,4,0,0,0,0,0,N,0,
NAM,SUN,3,6,5,27,0,0,15,1,Y,0,
NAM,SUN,3,6,6,0,19,1,0,1,Y,1,
NAM,SUN,3,6,7,0,0,0,0,1,Y,2,
NAM,SUN,3,6,8,0,0,0,0,1,Y,0,
NAM,SUN,3,7,1,13,0,0,0,1,Y,2,
NAM,SUN,3,7,2,0,27,0,0,1,Y,0,
NAM,SUN,3,7,3,0,12,0,1,1,Y,0,
NAM,SUN,3,7,4,18,0,0,4,1,Y,0,
NAM,SUN,3,7,5,0,0,0,0,0,N,0,
NAM,SUN,3,7,6,17,0,1,0,1,Y,0,
NAM,SUN,3,7,7,0,18,1,1,1,Y,0,
NAM,SUN,3,7,8,0,0,0,0,1,Y,0,
NAM,SUN,3,8,1,0,0,0,0,0,N,0,
NAM,SUN,3,8,2,0,36,0,0,1,Y,0,
NAM,SUN,3,8,3,23,0,0,0,1,Y,0,
NAM,SUN,3,8,4,0,9,0,0,1,Y,0,CHANGE TO TROR IWR
NAM,SUN,3,8,5,33,0,6,0,1,Y,0,
NAM,SUN,3,8,6,0,0,0,0,1,Y,0,
NAM,SUN,3,8,7,0,1,3,2,1,Y,0,
NAM,SUN,3,8,8,7,0,0,0,1,Y,0,
NAM,SUN,3,9,1,17,0,0,1,1,Y,0,
NAM,SUN,3,9,2,16,0,0,0,1,Y,2,
NAM,SUN,3,9,3,0,32,0,0,1,Y,0,
NAM,SUN,3,9,4,0,16,0,0,1,Y,1,
NAM,SUN,3,9,5,0,0,0,0,1,Y,0,
NAM,SUN,3,9,6,17,0,0,0,1,Y,0,
NAM,SUN,3,9,7,20,0,1,0,1,Y,0,CHECK NUMBER
NAM,SUN,3,9,8,0,20,0,0,1,Y,0,
NAM,SUN,3,10,1,20,0,0,0,1,Y,0,
NAM,SUN,3,10,2,18,0,0,0,1,Y,0,
NAM,SUN,3,10,3,27,0,0,0,1,Y,0,
NAM,SUN,3,10,4,0,27,0,0,1,Y,0,
NAM,SUN,3,10,5,0,0,0,0,0,N,0,
NAM,SUN,3,10,6,0,0,0,0,0,N,0,
NAM,SUN,3,10,7,0,32,0,0,1,Y,0,
NAM,SUN,3,10,8,0,25,0,0,1,Y,0,
NAM,SH,1,1,1,0,0,0,0,0,N,0,
NAM,SH,1,1,2,0,0,0,0,0,N,0,
NAM,SH,1,1,3,0,0,0,0,0,N,0,
NAM,SH,1,1,4,0,10,0,0,1,Y,0,
NAM,SH,1,1,5,3,0,0,0,1,Y,0,
NAM,SH,1,1,6,0,17,0,0,1,Y,0,
NAM,SH,1,1,7,7,0,2,0,1,Y,0,
NAM,SH,1,1,8,0,1,0,0,1,Y,0,
NAM,SH,1,2,1,0,0,0,0,0,N,0,
NAM,SH,1,2,2,0,0,0,0,0,N,0,
NAM,SH,1,2,3,0,0,0,0,0,N,0,
NAM,SH,1,2,4,0,0,0,0,0,N,0,
NAM,SH,1,2,5,0,0,0,0,0,N,0,
NAM,SH,1,2,6,0,0,0,0,0,N,0,
NAM,SH,1,2,7,0,0,0,0,0,N,0,
NAM,SH,1,2,8,0,0,0,0,0,N,0,
NAM,SH,1,3,1,0,0,0,0,0,N,0,
NAM,SH,1,3,2,0,0,0,0,0,N,0,
NAM,SH,1,3,3,0,0,0,0,1,Y,2,
NAM,SH,1,3,4,0,1,0,0,1,Y,0,
NAM,SH,1,3,5,0,0,0,0,0,N,0,
NAM,SH,1,3,6,0,0,0,0,0,N,0,
NAM,SH,1,3,7,0,0,0,0,0,N,0,
NAM,SH,1,3,8,0,0,0,0,0,N,0,
NAM,SH,1,4,1,0,0,0,0,0,N,0,
NAM,SH,1,4,2,0,0,0,0,0,N,0,
NAM,SH,1,4,3,0,0,0,0,0,N,0,
NAM,SH,1,4,4,0,0,0,0,0,N,0,
NAM,SH,1,4,5,0,0,0,0,0,N,0,
NAM,SH,1,4,6,0,4,0,0,1,Y,0,
NAM,SH,1,4,7,0,0,0,0,0,N,0,
NAM,SH,1,4,8,0,0,0,0,0,N,0,
NAM,SH,1,5,1,0,0,0,0,0,N,0,
NAM,SH,1,5,2,0,0,0,0,0,N,0,
NAM,SH,1,5,3,0,0,0,0,0,N,0,
NAM,SH,1,5,4,0,0,0,0,0,N,0,
NAM,SH,1,5,5,0,0,0,0,0,N,0,
NAM,SH,1,5,6,0,0,0,0,0,N,0,
NAM,SH,1,5,7,0,0,0,0,1,Y,0,
NAM,SH,1,5,8,0,0,0,0,0,N,0,
NAM,SH,1,6,1,0,0,0,0,0,N,0,
NAM,SH,1,6,2,0,0,0,0,0,N,0,
NAM,SH,1,6,3,0,0,0,0,0,N,0,
NAM,SH,1,6,4,0,0,0,0,0,N,0,
NAM,SH,1,6,5,0,0,0,0,0,N,0,
NAM,SH,1,6,6,0,0,0,0,0,N,0,
NAM,SH,1,6,7,0,0,0,0,0,N,0,
NAM,SH,1,6,8,0,0,0,0,0,N,0,
NAM,SH,1,7,1,0,0,0,0,0,N,0,
NAM,SH,1,7,2,0,0,0,0,0,N,0,
NAM,SH,1,7,3,0,0,0,0,0,N,0,
NAM,SH,1,7,4,0,0,0,0,0,N,0,
NAM,SH,1,7,5,0,0,0,0,0,N,0,
NAM,SH,1,7,6,0,4,0,0,1,Y,0,
NAM,SH,1,7,7,0,0,0,0,0,N,0,
NAM,SH,1,7,8,0,0,0,0,1,Y,1,
NAM,SH,1,8,1,0,0,0,0,0,N,0,
NAM,SH,1,8,2,0,0,0,0,0,N,0,
NAM,SH,1,8,3,0,0,0,0,0,N,0,
NAM,SH,1,8,4,0,0,0,0,0,N,0,
NAM,SH,1,8,5,0,0,0,0,0,N,0,
NAM,SH,1,8,6,0,0,0,0,0,N,0,
NAM,SH,1,8,7,0,0,0,0,0,N,0,
NAM,SH,1,8,8,0,0,0,0,0,N,0,
NAM,SH,1,9,1,0,0,0,0,0,N,0,
NAM,SH,1,9,2,0,0,0,0,0,N,0,
NAM,SH,1,9,3,0,0,0,0,0,N,0,
NAM,SH,1,9,4,0,0,0,0,0,N,0,
NAM,SH,1,9,5,0,0,0,0,0,N,0,
NAM,SH,1,9,6,0,0,0,0,0,N,0,
NAM,SH,1,9,7,0,0,0,0,0,N,0,
NAM,SH,1,9,8,0,0,0,0,0,N,0,
NAM,SH,1,10,1,0,0,0,0,0,N,0,
NAM,SH,1,10,2,0,0,0,0,0,N,0,
NAM,SH,1,10,3,0,0,0,0,1,Y,2,
NAM,SH,1,10,4,0,0,0,0,0,N,0,
NAM,SH,1,10,5,0,0,0,0,0,N,0,
NAM,SH,1,10,6,0,0,0,0,0,N,0,
NAM,SH,1,10,7,0,0,0,0,0,N,0,
NAM,SH,1,10,8,0,0,0,0,0,N,0,
NAM,SUN,1,1,1,0,5,0,0,1,Y,1,
NAM,SUN,1,1,2,0,0,1,1,1,Y,1,
NAM,SUN,1,1,3,0,1,0,0,1,Y,0,
NAM,SUN,1,1,4,0,1,0,0,1,Y,0,
NAM,SUN,1,1,5,0,0,0,1,1,Y,1,
NAM,SUN,1,1,6,0,8,1,2,1,Y,0,
NAM,SUN,1,1,7,0,0,0,0,0,N,0,
NAM,SUN,1,1,8,3,0,0,2,1,Y,0,
NAM,SUN,1,2,1,0,0,0,0,1,Y,0,
NAM,SUN,1,2,2,0,0,0,0,0,N,0,
NAM,SUN,1,2,3,2,0,2,0,1,Y,0,
NAM,SUN,1,2,4,0,0,0,0,0,N,0,
NAM,SUN,1,2,5,0,7,0,0,1,Y,0,
NAM,SUN,1,2,6,0,0,0,0,1,Y,0,ONE INFLOR BROKEN
NAM,SUN,1,2,7,6,0,0,1,1,Y,0,
NAM,SUN,1,2,8,0,2,0,2,1,Y,0,
NAM,SUN,1,3,1,0,1,0,0,1,Y,0,
NAM,SUN,1,3,2,0,0,0,0,0,N,0,
NAM,SUN,1,3,3,2,0,0,0,1,Y,0,
NAM,SUN,1,3,4,0,4,1,0,1,Y,0,
NAM,SUN,1,3,5,0,7,0,4,1,Y,0,
NAM,SUN,1,3,6,12,0,0,3,1,Y,0,
NAM,SUN,1,3,7,2,0,0,4,1,Y,0,
NAM,SUN,1,3,8,0,0,0,0,0,N,0,
NAM,SUN,1,4,1,0,0,0,0,1,Y,2,
NAM,SUN,1,4,2,0,0,1,0,2,Y,0,
NAM,SUN,1,4,3,0,0,0,0,1,Y,1,
NAM,SUN,1,4,4,0,0,0,0,1,Y,0,
NAM,SUN,1,4,5,0,1,0,0,1,Y,0,
NAM,SUN,1,4,6,0,34,0,2,1,Y,0,
NAM,SUN,1,4,7,2,0,0,0,1,Y,0,
NAM,SUN,1,4,8,0,0,0,0,1,Y,0,
NAM,SUN,1,5,1,15,0,5,0,2,Y,0,
NAM,SUN,1,5,2,0,17,5,0,,Y,0,
NAM,SUN,1,5,3,0,0,0,0,0,N,0,
NAM,SUN,1,5,4,0,10,0,0,1,Y,0,
NAM,SUN,1,5,5,4,0,0,1,1,Y,0,
NAM,SUN,1,5,6,0,1,0,2,1,Y,0,
NAM,SUN,1,5,7,0,0,0,2,1,Y,0,
NAM,SUN,1,5,8,7,0,1,1,6,Y,0,
NAM,SUN,1,6,1,0,0,0,0,0,N,0,
NAM,SUN,1,6,2,7,0,1,1,1,Y,0,
NAM,SUN,1,6,3,0,16,0,1,1,Y,0,
NAM,SUN,1,6,4,2,0,0,0,1,Y,0,
NAM,SUN,1,6,5,17,0,1,3,1,Y,0,
NAM,SUN,1,6,6,0,0,2,2,1,Y,0,
NAM,SUN,1,6,7,0,0,0,0,0,N,0,
NAM,SUN,1,6,8,0,2,0,6,1,Y,0,
NAM,SUN,1,7,1,0,10,5,3,1,Y,1,
NAM,SUN,1,7,2,0,0,0,0,0,N,0,
NAM,SUN,1,7,3,25,0,0,1,1,Y,0,
NAM,SUN,1,7,4,18,0,1,0,1,Y,0,
NAM,SUN,1,7,5,7,0,0,3,1,Y,0,
NAM,SUN,1,7,6,0,0,0,0,1,Y,0,
NAM,SUN,1,7,7,0,8,0,2,1,Y,0,
NAM,SUN,1,7,8,0,0,0,0,0,N,0,
NAM,SUN,1,8,1,0,22,4,1,1,Y,1,
NAM,SUN,1,8,2,17,0,7,1,1,Y,0,
NAM,SUN,1,8,3,0,0,3,5,1,Y,2,
NAM,SUN,1,8,4,24,0,0,8,1,Y,0,
NAM,SUN,1,8,5,0,49,0,2,1,Y,0,
NAM,SUN,1,8,6,0,0,0,2,1,Y,0,
NAM,SUN,1,8,7,0,0,0,0,0,N,0,
NAM,SUN,1,8,8,0,0,0,0,0,N,0,
NAM,SUN,1,9,1,2,0,0,3,1,Y,2,
NAM,SUN,1,9,2,0,0,0,0,0,N,0,
NAM,SUN,1,9,3,0,0,0,0,0,N,0,
NAM,SUN,1,9,4,0,9,1,12,1,Y,1,
NAM,SUN,1,9,5,2,0,0,2,1,Y,0,
NAM,SUN,1,9,6,0,47,1,5,1,Y,0,
NAM,SUN,1,9,7,0,10,17,6,1,Y,0,
NAM,SUN,1,9,8,5,0,0,6,1,Y,2,
NAM,SUN,1,10,1,0,24,0,0,1,Y,1,
NAM,SUN,1,10,2,0,27,0,0,1,Y,0,
NAM,SUN,1,10,3,6,0,0,0,1,Y,2,
NAM,SUN,1,10,4,7,0,4,1,1,Y,0,
NAM,SUN,1,10,5,0,14,0,0,1,Y,0,
NAM,SUN,1,10,6,0,0,0,0,0,N,0,
NAM,SUN,1,10,7,0,0,0,0,0,N,0,
NAM,SUN,1,10,8,1,0,0,0,1,Y,0,
GH,SUN,1,1,1,0,18,1,2,1,Y,0,
GH,SUN,1,1,2,14,0,0,1,1,Y,0,
GH,SUN,1,1,3,0,3,1,0,1,Y,0,
GH,SUN,1,1,4,0,0,0,0,0,N,0,
GH,SUN,1,1,5,0,0,0,0,0,N,0,
GH,SUN,1,1,6,0,0,0,0,0,N,0,
GH,SUN,1,1,7,0,0,0,0,0,N,0,
GH,SUN,1,1,8,0,0,0,0,0,N,0,
GH,SUN,1,2,1,0,0,0,1,1,Y,0,
GH,SUN,1,2,2,0,24,0,0,1,Y,0,
GH,SUN,1,2,3,0,0,0,0,1,Y,0,
GH,SUN,1,2,4,2,0,0,1,1,Y,0,
GH,SUN,1,2,5,0,0,0,0,0,N,0,
GH,SUN,1,2,6,0,0,0,0,0,N,0,
GH,SUN,1,2,7,0,0,0,0,0,N,0,
GH,SUN,1,2,8,0,0,0,0,0,N,0,
GH,SUN,1,3,1,0,12,0,0,1,Y,0,
GH,SUN,1,3,2,10,0,0,2,1,Y,0,
GH,SUN,1,3,3,0,0,0,1,1,Y,0,
GH,SUN,1,3,4,0,1,0,0,1,Y,0,
GH,SUN,1,3,5,0,0,0,0,0,N,0,
GH,SUN,1,3,6,0,0,0,0,0,N,0,
GH,SUN,1,3,7,0,19,0,0,1,Y,0,
GH,SUN,1,3,8,1,0,0,0,1,Y,0,
GH,SUN,1,4,1,17,0,0,1,1,Y,0,
GH,SUN,1,4,2,0,0,0,0,1,Y,0,
GH,SUN,1,4,3,0,6,0,2,1,Y,0,
GH,SUN,1,4,4,0,0,0,0,0,N,0,
GH,SUN,1,4,5,0,0,0,0,0,N,0,
GH,SUN,1,4,6,0,0,0,0,0,N,0,
GH,SUN,1,4,7,0,8,1,0,1,Y,0,
GH,SUN,1,4,8,0,12,0,0,1,Y,0,
GH,SUN,1,5,1,0,10,0,1,1,Y,1,
GH,SUN,1,5,2,0,0,0,0,0,N,0,
GH,SUN,1,5,3,0,0,0,0,0,N,0,
GH,SUN,1,5,4,5,0,0,1,1,Y,0,
GH,SUN,1,5,5,0,8,0,0,1,Y,0,
GH,SUN,1,5,6,0,0,0,0,0,N,0,
GH,SUN,1,5,7,0,0,0,0,0,N,0,
GH,SUN,1,5,8,0,0,0,0,0,N,0,
GH,SUN,1,6,1,0,0,0,0,,Y,0,
GH,SUN,1,6,2,0,10,0,0,1,Y,0,
GH,SUN,1,6,3,0,2,0,3,0,Y,0,
GH,SUN,1,6,4,4,0,0,0,1,Y,0,
GH,SUN,1,6,5,0,0,0,0,,Y,0,
GH,SUN,1,6,6,0,0,0,0,,Y,0,
GH,SUN,1,6,7,0,7,0,0,1,Y,0,
GH,SUN,1,6,8,0,0,0,0,1,Y,0,
GH,SUN,1,7,1,0,0,0,0,,Y,0,
GH,SUN,1,7,2,0,0,0,0,2,Y,0,
GH,SUN,1,7,3,15,0,0,2,1,Y,0,
GH,SUN,1,7,4,0,16,0,0,1,Y,0,
GH,SUN,1,7,5,0,0,0,0,1,Y,0,
GH,SUN,1,7,6,13,0,0,1,1,Y,0,
GH,SUN,1,7,7,9,0,0,2,2,Y,0,
GH,SUN,1,7,8,0,0,0,2,1,Y,0,
GH,SUN,1,8,1,3,0,0,0,1,Y,0,
GH,SUN,1,8,2,0,10,0,0,1,Y,0,
GH,SUN,1,8,3,9,0,0,0,1,Y,0,
GH,SUN,1,8,4,0,0,1,0,1,Y,0,
GH,SUN,1,8,5,3,0,0,0,1,Y,0,
GH,SUN,1,8,6,0,16,0,0,1,Y,0,
GH,SUN,1,8,7,0,22,0,1,1,Y,0,
GH,SUN,1,8,8,0,0,0,0,0,N,0,
GH,SUN,1,9,1,9,0,0,0,1,Y,0,
GH,SUN,1,9,2,0,0,0,0,0,N,0,
GH,SUN,1,9,3,9,0,0,0,1,Y,0,
GH,SUN,1,9,4,0,24,0,0,1,Y,0,
GH,SUN,1,9,5,0,0,0,0,1,Y,0,
GH,SUN,1,9,6,0,4,0,0,1,Y,0,
GH,SUN,1,9,7,8,0,0,1,1,Y,0,
GH,SUN,1,9,8,0,9,1,1,1,Y,0,
